compound_0,compound_0_role,compound_0_amount,compound_0_amount_grams,compound_1,compound_1_role,compound_1_amount,compound_1_amount_grams,compound_2,compound_2_role,compound_2_amount,compound_2_amount_grams,compound_3,compound_3_role,compound_3_amount,compound_3_amount_grams,compound_4,compound_4_role,compound_4_amount,compound_4_amount_grams,id,notes,labGroup,dirty,calculating,recalculate,reaction_ptr,user,performedBy,performedDateTime,insertedDateTime,recommendation,legacyRecommendedFlag,valid,public,duplicateOf,legacyID,legacyRef,convertedLegacyRef,reference,labBookPage
Sodium oxalate,Ox,0.90524,0.12130,Ammonium metavanadate,Inorg,1.00959,0.11810,methylpiperazine,Org,1.07622,0.10780,Selenium dioxide,Inorg,3.12551,0.34680,Water,Solv,491.92895,8.86225,27085,,Norquist Oxide Lab,False,False,False,Reaction_27085,cfalk,,,2016-05-02 20:53:42,,False,True,True,,76,jho225.4,jho225.4,jho225.4,
Sodium oxalate,Ox,0.83583,0.11200,Ammonium metavanadate,Inorg,1.00019,0.11700,methylpiperazine,Org,1.21799,0.12200,Selenium dioxide,Inorg,4.05108,0.44950,Water,Solv,500.62726,9.01895,27086,,Norquist Oxide Lab,False,False,False,Reaction_27086,cfalk,,,2016-05-02 20:53:43,,False,True,True,,77,jho225.5,jho225.5,jho225.5,
Sodium oxalate,Ox,0.86419,0.11580,methylpiperazine,Org,1.07223,0.10740,Ammonium metavanadate,Inorg,1.13526,0.13280,Selenium dioxide,Inorg,3.07864,0.34160,Water,Solv,510.70219,9.20045,27087,,Norquist Oxide Lab,False,False,False,Reaction_27087,cfalk,,,2016-05-02 20:53:43,,False,True,True,,78,jho225.6,jho225.6,jho225.6,
Sodium metavanadate,Inorg,1.22530,0.14940,2-Methylpiperazine,Org,1.23496,0.12370,Selenium dioxide,Inorg,3.62750,0.40250,Water,Solv,503.65806,9.07355,?,?,?,?,27088,,Norquist Oxide Lab,False,False,False,Reaction_27088,cfalk,,,2016-05-02 20:53:43,,False,True,True,,79,jho96.1,jho96.1,jho96.1,
Sodium metavanadate,Inorg,1.18758,0.14480,2-Methylpiperazine,Org,1.31283,0.13150,Selenium dioxide,Inorg,1.52670,0.16940,Water,Solv,502.82542,9.05855,?,?,?,?,27089,,Norquist Oxide Lab,False,False,False,Reaction_27089,cfalk,,,2016-05-02 20:53:43,,False,True,True,,80,jho96.2,jho96.2,jho96.2,
3-Aminoquinuclidine dihydrochloride,Org,1.11337,0.22170,Sodium metavanadate,Inorg,1.18594,0.14460,Selenium dioxide,Inorg,3.69239,0.40970,Water,Solv,496.19761,8.93915,?,?,?,?,27090,,Norquist Oxide Lab,False,False,False,Reaction_27090,cfalk,,,2016-05-02 20:53:43,,False,True,True,,81,jho96.3,jho96.3,jho96.3,
Sodium metavanadate,Inorg,1.19660,0.14590,3-Aminoquinuclidine dihydrochloride,Org,1.24796,0.24850,Selenium dioxide,Inorg,1.29869,0.14410,Water,Solv,505.49542,9.10665,?,?,?,?,27091,,Norquist Oxide Lab,False,False,False,Reaction_27091,cfalk,,,2016-05-02 20:53:43,,False,True,True,,82,jho96.4,jho96.4,jho96.4,
Sodium metavanadate,Inorg,1.21300,0.14790,3-Pyrrolidinamine dihydrochloride,Org,1.23413,0.19630,Selenium dioxide,Inorg,3.60587,0.40010,Water,Solv,501.69303,9.03815,?,?,?,?,27092,,Norquist Oxide Lab,False,False,False,Reaction_27092,cfalk,,,2016-05-02 20:53:43,,False,True,True,,83,jho96.5,jho96.5,jho96.5,
Sodium metavanadate,Inorg,1.18184,0.14410,3-Pyrrolidinamine dihydrochloride,Org,1.27813,0.20330,Selenium dioxide,Inorg,1.29328,0.14350,Water,Solv,518.92312,9.34856,?,?,?,?,27093,,Norquist Oxide Lab,False,False,False,Reaction_27093,cfalk,,,2016-05-02 20:53:43,,False,True,True,,84,jho96.6,jho96.6,jho96.6,
TMEDA,Org,1.18494,0.13770,Sodium metavanadate,Inorg,1.20808,0.14730,Selenium dioxide,Inorg,3.70501,0.41110,Water,Solv,501.98168,9.04335,?,?,?,?,27094,,Norquist Oxide Lab,False,False,False,Reaction_27094,cfalk,,,2016-05-02 20:53:43,,False,True,True,,85,jho96.7,jho96.7,jho96.7,
Sodium metavanadate,Inorg,1.20480,0.14690,TMEDA,Org,1.21937,0.14170,Selenium dioxide,Inorg,1.44469,0.16030,Water,Solv,506.98307,9.13345,?,?,?,?,27095,,Norquist Oxide Lab,False,False,False,Reaction_27095,cfalk,,,2016-05-02 20:53:43,,False,True,True,,86,jho96.8,jho96.8,jho96.8,
Sodium metavanadate,Inorg,1.20644,0.14710,"2,5-Dimethylpiperazine",Org,1.21287,0.13850,Selenium dioxide,Inorg,3.72664,0.41350,Water,Solv,502.50347,9.05275,?,?,?,?,27096,,Norquist Oxide Lab,False,False,False,Reaction_27096,cfalk,,,2016-05-02 20:53:43,,False,True,True,,87,jho96.9,jho96.9,jho96.9,
Sodium metavanadate,Inorg,1.21710,0.14840,"2,5-Dimethylpiperazine",Org,1.26103,0.14400,Selenium dioxide,Inorg,1.38881,0.15410,Water,Solv,499.41160,8.99705,?,?,?,?,27097,,Norquist Oxide Lab,False,False,False,Reaction_27097,cfalk,,,2016-05-02 20:53:43,,False,True,True,,88,jho96.10,jho96.10,jho96.10,
Sodium metavanadate,Inorg,1.20808,0.14730,"1,2-Diaminopropane",Org,1.26135,0.09350,Selenium dioxide,Inorg,3.57162,0.39630,Water,Solv,498.26256,8.97635,?,?,?,?,27098,,Norquist Oxide Lab,False,False,False,Reaction_27098,cfalk,,,2016-05-02 20:53:43,,False,True,True,,89,jho96.11,jho96.11,jho96.11,
Sodium metavanadate,Inorg,1.20398,0.14680,"1,2-Diaminopropane",Org,1.23302,0.09140,Selenium dioxide,Inorg,1.50237,0.16670,Water,Solv,508.76492,9.16555,?,?,?,?,27099,,Norquist Oxide Lab,False,False,False,Reaction_27099,cfalk,,,2016-05-02 20:53:43,,False,True,True,,90,jho96.12,jho96.12,jho96.12,
Sodium metavanadate,Inorg,1.19414,0.14560,2-Methylpiperazine,Org,1.38272,0.13850,Sodium selenite,Inorg,3.00803,0.52020,Water,Solv,507.41604,9.14125,?,?,?,?,27102,,Norquist Oxide Lab,False,False,False,Reaction_27102,cfalk,,,2016-05-02 20:53:43,,False,True,True,,93,jho96.15,jho96.15,jho96.15,
Sodium selenite,Inorg,0.99343,0.17180,Sodium metavanadate,Inorg,1.19168,0.14530,2-Methylpiperazine,Org,1.19802,0.12000,Water,Solv,502.86428,9.05925,?,?,?,?,27103,,Norquist Oxide Lab,False,False,False,Reaction_27103,cfalk,,,2016-05-02 20:53:43,,False,True,True,,94,jho96.16,jho96.16,jho96.16,
3-Aminoquinuclidine dihydrochloride,Org,1.17715,0.23440,Sodium metavanadate,Inorg,1.20562,0.14700,Sodium selenite,Inorg,3.06470,0.53000,Water,Solv,502.12601,9.04595,?,?,?,?,27104,,Norquist Oxide Lab,False,False,False,Reaction_27104,cfalk,,,2016-05-02 20:53:43,,False,True,True,,95,jho96.17,jho96.17,jho96.17,
Sodium metavanadate,Inorg,1.21300,0.14790,Sodium selenite,Inorg,1.35483,0.23430,3-Aminoquinuclidine dihydrochloride,Org,1.87772,0.37389,Water,Solv,501.40439,9.03295,?,?,?,?,27105,,Norquist Oxide Lab,False,False,False,Reaction_27105,cfalk,,,2016-05-02 20:53:43,,False,True,True,,96,jho96.18,jho96.18,jho96.18,
Sodium metavanadate,Inorg,1.19988,0.14630,3-Pyrrolidinamine dihydrochloride,Org,1.24041,0.19730,Sodium selenite,Inorg,2.97854,0.51510,Water,Solv,500.61615,9.01875,?,?,?,?,27106,,Norquist Oxide Lab,False,False,False,Reaction_27106,cfalk,,,2016-05-02 20:53:43,,False,True,True,,97,jho96.19,jho96.19,jho96.19,
Sodium selenite,Inorg,0.95468,0.16510,Sodium metavanadate,Inorg,1.19906,0.14620,3-Pyrrolidinamine dihydrochloride,Org,1.23664,0.19670,Water,Solv,499.22842,8.99375,?,?,?,?,27107,,Norquist Oxide Lab,False,False,False,Reaction_27107,cfalk,,,2016-05-02 20:53:43,,False,True,True,,98,jho96.20,jho96.20,jho96.20,
TMEDA,Org,1.19097,0.13840,Sodium metavanadate,Inorg,1.21382,0.14800,Sodium selenite,Inorg,3.04388,0.52640,Water,Solv,499.85568,9.00505,?,?,?,?,27108,,Norquist Oxide Lab,False,False,False,Reaction_27108,cfalk,,,2016-05-02 20:53:43,,False,True,True,,99,jho96.21,jho96.21,jho96.21,
Sodium selenite,Inorg,1.15880,0.20040,TMEDA,Org,1.16171,0.13500,Sodium metavanadate,Inorg,1.22120,0.14890,Water,Solv,495.87011,8.93325,?,?,?,?,27109,,Norquist Oxide Lab,False,False,False,Reaction_27109,cfalk,,,2016-05-02 20:53:43,,False,True,True,,100,jho96.22,jho96.22,jho96.22,
Sodium metavanadate,Inorg,1.04159,0.12700,"1,4-Dimethylpiperazine",Org,1.19098,0.13600,Selenium dioxide,Inorg,6.24831,0.69330,Water,Solv,335.46489,6.04350,?,?,?,?,27110,,Norquist Oxide Lab,False,False,False,Reaction_27110,cfalk,,,2016-05-02 20:53:43,,False,True,True,,101,jho227.1,jho227.1,jho227.1,
Sodium metavanadate,Inorg,1.04405,0.12730,"1,4-Dimethylpiperazine",Org,1.16821,0.13340,Selenium dioxide,Inorg,6.29608,0.69861,Water,Solv,334.82098,6.03190,?,?,?,?,27111,,Norquist Oxide Lab,False,False,False,Reaction_27111,cfalk,,,2016-05-02 20:53:43,,False,True,True,,102,jho227.2,jho227.2,jho227.2,
TMEDA,Org,1.02058,0.11860,Ammonium metavanadate,Inorg,1.02327,0.11970,Selenium dioxide,Inorg,5.01811,0.55680,Water,Solv,336.50847,6.06230,?,?,?,?,27112,,Norquist Oxide Lab,False,False,False,Reaction_27112,cfalk,,,2016-05-02 20:53:43,,False,True,True,,103,jho228.1,jho228.1,jho228.1,
Ammonium metavanadate,Inorg,0.99506,0.11640,TMEDA,Org,1.01628,0.11810,Selenium dioxide,Inorg,5.94910,0.66010,Water,Solv,336.24202,6.05750,?,?,?,?,27113,,Norquist Oxide Lab,False,False,False,Reaction_27113,cfalk,,,2016-05-02 20:53:43,,False,True,True,,104,jho228.2,jho228.2,jho228.2,
Ammonium metavanadate,Inorg,0.96599,0.11300,TMEDA,Org,1.05070,0.12210,Selenium dioxide,Inorg,7.12251,0.79031,Water,Solv,338.85096,6.10450,?,?,?,?,27114,,Norquist Oxide Lab,False,False,False,Reaction_27114,cfalk,,,2016-05-02 20:53:43,,False,True,True,,105,jho228.3,jho228.3,jho228.3,
Ammonium metavanadate,Inorg,1.00446,0.11750,TMEDA,Org,1.01714,0.11820,Selenium dioxide,Inorg,7.93634,0.88061,Water,Solv,339.13405,6.10960,?,?,?,?,27115,,Norquist Oxide Lab,False,False,False,Reaction_27115,cfalk,,,2016-05-02 20:53:43,,False,True,True,,106,jho228.4,jho228.4,jho228.4,
TMEDA,Org,0.96293,0.11190,Ammonium metavanadate,Inorg,0.98822,0.11560,Selenium dioxide,Inorg,9.02594,1.00151,Water,Solv,342.19817,6.16480,?,?,?,?,27116,,Norquist Oxide Lab,False,False,False,Reaction_27116,cfalk,,,2016-05-02 20:53:43,,False,True,True,,107,jho228.5,jho228.5,jho228.5,
Diethylenetriamine,Org,0.99352,0.10250,Ammonium metavanadate,Inorg,1.01729,0.11900,Selenium dioxide,Inorg,5.11545,0.56760,Water,Solv,345.04580,6.21610,?,?,?,?,27117,,Norquist Oxide Lab,False,False,False,Reaction_27117,cfalk,,,2016-05-02 20:53:43,,False,True,True,,108,jho228.6,jho228.6,jho228.6,
Diethylenetriamine,Org,0.98091,0.10120,Ammonium metavanadate,Inorg,1.02669,0.12010,Selenium dioxide,Inorg,5.96712,0.66210,Water,Solv,333.57757,6.00950,?,?,?,?,27118,,Norquist Oxide Lab,False,False,False,Reaction_27118,cfalk,,,2016-05-02 20:53:43,,False,True,True,,109,jho228.7,jho228.7,jho228.7,
Ammonium metavanadate,Inorg,0.98480,0.11520,Diethylenetriamine,Org,1.30272,0.13440,Selenium dioxide,Inorg,6.97832,0.77431,Water,Solv,334.77102,6.03100,?,?,?,?,27119,,Norquist Oxide Lab,False,False,False,Reaction_27119,cfalk,,,2016-05-02 20:53:43,,False,True,True,,110,jho228.8,jho228.8,jho228.8,
Ammonium metavanadate,Inorg,0.97625,0.11420,Diethylenetriamine,Org,1.14279,0.11790,Selenium dioxide,Inorg,8.03367,0.89141,Water,Solv,338.87871,6.10500,?,?,?,?,27120,,Norquist Oxide Lab,False,False,False,Reaction_27120,cfalk,,,2016-05-02 20:53:43,,False,True,True,,111,jho228.9,jho228.9,jho228.9,
Ammonium metavanadate,Inorg,0.98224,0.11490,Diethylenetriamine,Org,1.30853,0.13500,Selenium dioxide,Inorg,8.95294,0.99341,Water,Solv,334.10491,6.01900,?,?,?,?,27121,,Norquist Oxide Lab,False,False,False,Reaction_27121,cfalk,,,2016-05-02 20:53:43,,False,True,True,,112,jho228.10,jho228.10,jho228.10,
Sodium metavanadate,Inorg,0.99894,0.12180,R-3-aminopyrrolidine dihydrochloride,Org,1.24308,,Selenium dioxide,Inorg,6.25192,0.69371,Water,Solv,338.60672,6.10010,?,?,?,?,27122,,Norquist Oxide Lab,False,False,False,Reaction_27122,cfalk,,,2016-05-02 20:53:43,,False,True,True,,113,jho230.1,jho230.1,jho230.1,
Sodium metavanadate,Inorg,0.99566,0.12140,(3S)-3-Pyrrolidinamine,Org,1.61137,0.13880,Selenium dioxide,Inorg,6.35195,0.70480,Water,Solv,349.51984,6.29670,?,?,?,?,27123,,Norquist Oxide Lab,False,False,False,Reaction_27123,cfalk,,,2016-05-02 20:53:44,,False,True,True,,114,jho230.2,jho230.2,jho230.2,
Sodium metavanadate,Inorg,1.00632,0.12270,3-Pyrrolidinamine dihydrochloride,Org,1.01345,0.16120,Selenium dioxide,Inorg,6.04733,0.67100,Water,Solv,339.45046,6.11530,?,?,?,?,27124,,Norquist Oxide Lab,False,False,False,Reaction_27124,cfalk,,,2016-05-02 20:53:44,,False,True,True,,115,jho230.3,jho230.3,jho230.3,
3-Pyrrolidinamine dihydrochloride,Org,0.98202,0.15620,Sodium metavanadate,Inorg,0.98828,0.12050,Selenium dioxide,Inorg,6.36277,0.70601,Water,Solv,336.43075,6.06090,?,?,?,?,27125,,Norquist Oxide Lab,False,False,False,Reaction_27125,cfalk,,,2016-05-02 20:53:44,,False,True,True,,116,jho230.4,jho230.4,jho230.4,
Sodium metavanadate,Inorg,0.98828,0.12050,(R)-2-methylpiperazine,Org,1.01632,0.10180,Sodium oxalate,Ox,1.01718,0.13630,Selenium dioxide,Inorg,6.20235,0.68821,Water,Solv,495.95337,8.93475,27126,,Norquist Oxide Lab,False,False,False,Reaction_27126,cfalk,,,2016-05-02 20:53:44,,False,True,True,,117,jho231.1,jho231.1,jho231.1,
Sodium metavanadate,Inorg,0.97598,0.11900,Sodium oxalate,Ox,1.00897,0.13520,(2S)-2-Methylpiperazine,Org,1.01632,0.10180,Selenium dioxide,Inorg,6.07888,0.67451,Water,Solv,484.58507,8.72995,27127,,Norquist Oxide Lab,False,False,False,Reaction_27127,cfalk,,,2016-05-02 20:53:44,,False,True,True,,118,jho231.2,jho231.2,jho231.2,
Sodium oxalate,Ox,0.98658,0.13220,Sodium metavanadate,Inorg,1.02929,0.12550,(3S)-3-Pyrrolidinamine,Org,1.77506,0.15290,Selenium dioxide,Inorg,5.97974,0.66350,Water,Solv,491.23508,8.84975,27128,,Norquist Oxide Lab,False,False,False,Reaction_27128,cfalk,,,2016-05-02 20:53:44,,False,True,True,,119,jho231.3,jho231.3,jho231.3,
Sodium metavanadate,Inorg,1.01042,0.12320,Sodium oxalate,Ox,1.06121,0.14220,R-3-aminopyrrolidine dihydrochloride,Org,1.37766,,Selenium dioxide,Inorg,5.97794,0.66331,Water,Solv,496.55842,8.94565,27129,,Norquist Oxide Lab,False,False,False,Reaction_27129,cfalk,,,2016-05-02 20:53:44,,False,True,True,,120,jho231.4,jho231.4,jho231.4,
Sodium oxalate,Ox,0.99554,0.13340,"N,N′-dimethylethylenediamine",Org,1.02888,0.09070,Sodium metavanadate,Inorg,1.08096,0.13180,Selenium dioxide,Inorg,6.03111,0.66920,Water,Solv,501.04913,9.02655,27130,,Norquist Oxide Lab,False,False,False,Reaction_27130,cfalk,,,2016-05-02 20:53:44,,False,True,True,,121,jho231.5,jho231.5,jho231.5,
Sodium oxalate,Ox,0.97912,0.13120,Triethylenetetramine,Org,0.98470,0.14400,Sodium metavanadate,Inorg,1.06865,0.13030,Selenium dioxide,Inorg,5.93828,0.65890,Water,Solv,501.16570,9.02865,27131,,Norquist Oxide Lab,False,False,False,Reaction_27131,cfalk,,,2016-05-02 20:53:44,,False,True,True,,122,jho231.6,jho231.6,jho231.6,
Sodium metavanadate,Inorg,0.98418,0.12000,Sodium oxalate,Ox,0.98658,0.13220,Tris(2-aminoethyl)amine,Org,1.01410,0.14830,Selenium dioxide,Inorg,5.95991,0.66130,Water,Solv,491.88454,8.86145,27132,,Norquist Oxide Lab,False,False,False,Reaction_27132,cfalk,,,2016-05-02 20:53:44,,False,True,True,,123,jho231.7,jho231.7,jho231.7,
Sodium metavanadate,Inorg,0.97598,0.11900,Sodium oxalate,Ox,0.98658,0.13220,"1,4-Bis(3-aminopropyl)piperazine",Org,1.07173,0.21469,Selenium dioxide,Inorg,6.02480,0.66850,Water,Solv,499.15071,8.99235,27133,,Norquist Oxide Lab,False,False,False,Reaction_27133,cfalk,,,2016-05-02 20:53:44,,False,True,True,,124,jho231.8,jho231.8,jho231.8,
Oxovanadium(2+) sulfate,Inorg,2.00118,0.32620,Piperazine,Org,3.86589,0.33299,Selenium dioxide,Inorg,5.05146,0.56050,Water,Solv,126.67777,2.28214,?,?,?,?,27134,GMN: It's unclear whether slow cool was used on these reactions. ,Norquist Oxide Lab,False,False,False,Reaction_27134,cfalk,,,2016-05-02 20:53:44,,False,True,True,,125,jho233.1,jho233.1,jho233.1,
Oxovanadium(2+) sulfate,Inorg,1.95946,0.31940,2-Methylpiperazine,Org,3.71787,0.37239,Selenium dioxide,Inorg,5.18755,0.57560,Water,Solv,122.85873,2.21334,?,?,?,?,27135,,Norquist Oxide Lab,False,False,False,Reaction_27135,cfalk,,,2016-05-02 20:53:44,,False,True,True,,126,jho233.2,jho233.2,jho233.2,
Oxovanadium(2+) sulfate,Inorg,2.35516,0.38390,"2,5-Dimethylpiperazine",Org,3.66400,0.41839,Selenium dioxide,Inorg,5.29209,0.58720,Water,Solv,127.78795,2.30214,?,?,?,?,27136,,Norquist Oxide Lab,False,False,False,Reaction_27136,cfalk,,,2016-05-02 20:53:44,,False,True,True,,127,jho233.3,jho233.3,jho233.3,
Oxovanadium(2+) sulfate,Inorg,1.96866,0.32090,"1,4-Dimethylpiperazine",Org,3.65963,0.41789,Selenium dioxide,Inorg,5.35157,0.59380,Water,Solv,124.52956,2.24344,?,?,?,?,27137,,Norquist Oxide Lab,False,False,False,Reaction_27137,cfalk,,,2016-05-02 20:53:44,,False,True,True,,128,jho233.4,jho233.4,jho233.4,
Oxovanadium(2+) sulfate,Inorg,1.96069,0.31960,methylpiperazine,Org,3.87760,0.38839,Selenium dioxide,Inorg,4.99198,0.55390,Water,Solv,145.06800,2.61344,?,?,?,?,27138,,Norquist Oxide Lab,False,False,False,Reaction_27138,cfalk,,,2016-05-02 20:53:44,,False,True,True,,129,jho233.5,jho233.5,jho233.5,
Oxovanadium(2+) sulfate,Inorg,2.04719,0.33370,DABCO,Org,3.80206,0.42649,Selenium dioxide,Inorg,4.97666,0.55220,Water,Solv,127.30502,2.29344,?,?,?,?,27139,,Norquist Oxide Lab,False,False,False,Reaction_27139,cfalk,,,2016-05-02 20:53:44,,False,True,True,,130,jho233.6,jho233.6,jho233.6,
Oxovanadium(2+) sulfate,Inorg,1.98707,0.32390,TMEDA,Org,3.63916,0.42289,Selenium dioxide,Inorg,5.18124,0.57490,Water,Solv,128.30419,2.31144,?,?,?,?,27140,,Norquist Oxide Lab,False,False,False,Reaction_27140,cfalk,,,2016-05-02 20:53:44,,False,True,True,,131,jho233.7,jho233.7,jho233.7,
Oxovanadium(2+) sulfate,Inorg,1.96498,0.32030,Diethylenetriamine,Org,3.84224,0.39639,Selenium dioxide,Inorg,5.02983,0.55810,Water,Solv,124.80711,2.24844,?,?,?,?,27141,,Norquist Oxide Lab,False,False,False,Reaction_27141,cfalk,,,2016-05-02 20:53:44,,False,True,True,,132,jho233.8,jho233.8,jho233.8,
Oxovanadium(2+) sulfate,Inorg,2.05210,0.33450,Piperazine,Org,3.71961,0.32039,Selenium dioxide,Inorg,4.99288,0.55400,Water,Solv,135.80905,2.44664,?,?,?,?,27142,,Norquist Oxide Lab,False,False,False,Reaction_27142,cfalk,,,2016-05-02 20:53:44,,False,True,True,,133,jho234.1,jho234.1,jho234.1,
Oxovanadium(2+) sulfate,Inorg,2.00425,0.32670,2-Methylpiperazine,Org,3.78975,0.37959,Selenium dioxide,Inorg,5.03253,0.55840,Water,Solv,133.07799,2.39744,?,?,?,?,27143,,Norquist Oxide Lab,False,False,False,Reaction_27143,cfalk,,,2016-05-02 20:53:44,,False,True,True,,134,jho234.2,jho234.2,jho234.2,
Oxovanadium(2+) sulfate,Inorg,2.01651,0.32870,"2,5-Dimethylpiperazine",Org,3.66138,0.41809,Selenium dioxide,Inorg,5.05687,0.56110,Water,Solv,122.83097,2.21284,?,?,?,?,27144,,Norquist Oxide Lab,False,False,False,Reaction_27144,cfalk,,,2016-05-02 20:53:44,,False,True,True,,135,jho234.3,jho234.3,jho234.3,
Oxovanadium(2+) sulfate,Inorg,1.93247,0.31500,"1,4-Dimethylpiperazine",Org,3.64824,0.41659,Selenium dioxide,Inorg,5.12987,0.56920,Water,Solv,125.21787,2.25584,?,?,?,?,27145,,Norquist Oxide Lab,False,False,False,Reaction_27145,cfalk,,,2016-05-02 20:53:45,,False,True,True,,136,jho234.4,jho234.4,jho234.4,
Oxovanadium(2+) sulfate,Inorg,1.97234,0.32150,methylpiperazine,Org,3.81171,0.38179,Selenium dioxide,Inorg,5.01091,0.55600,Water,Solv,133.64419,2.40764,?,?,?,?,27146,,Norquist Oxide Lab,False,False,False,Reaction_27146,cfalk,,,2016-05-02 20:53:45,,False,True,True,,137,jho234.5,jho234.5,jho234.5,
Oxovanadium(2+) sulfate,Inorg,2.05885,0.33560,DABCO,Org,3.66567,0.41119,Selenium dioxide,Inorg,5.07219,0.56280,Water,Solv,122.19262,2.20134,?,?,?,?,27147,,Norquist Oxide Lab,False,False,False,Reaction_27147,cfalk,,,2016-05-02 20:53:45,,False,True,True,,138,jho234.6,jho234.6,jho234.6,
Oxovanadium(2+) sulfate,Inorg,2.00118,0.32620,TMEDA,Org,3.73985,0.43459,Selenium dioxide,Inorg,5.01721,0.55670,Water,Solv,121.90952,2.19624,?,?,?,?,27148,,Norquist Oxide Lab,False,False,False,Reaction_27148,cfalk,,,2016-05-02 20:53:45,,False,True,True,,139,jho234.7,jho234.7,jho234.7,
Oxovanadium(2+) sulfate,Inorg,2.00056,0.32610,Diethylenetriamine,Org,3.78602,0.39059,Selenium dioxide,Inorg,5.02983,0.55810,Water,Solv,123.63586,2.22734,?,?,?,?,27149,,Norquist Oxide Lab,False,False,False,Reaction_27149,cfalk,,,2016-05-02 20:53:45,,False,True,True,,140,jho234.8,jho234.8,jho234.8,
Sodium oxalate,Ox,0.76046,0.10190,Sodium metavanadate,Inorg,1.19332,0.14550,3-Pyrrolidinamine dihydrochloride,Org,1.20521,0.19170,Sodium tellurite,Inorg,1.57507,0.34900,Water,Solv,334.62115,6.02830,27150,GMN: HCl not indicated one way or another. Which should I put?,Norquist Oxide Lab,False,False,False,Reaction_27150,cfalk,,,2016-05-02 20:53:45,,False,True,True,,141,jho236.1,jho236.1,jho236.1,
Sodium oxalate,Ox,1.02688,0.13760,Sodium metavanadate,Inorg,1.19660,0.14590,2-Methylpiperazine,Org,1.21400,0.12160,Sodium tellurite,Inorg,1.21402,0.26900,Water,Solv,365.41771,6.58311,27151,,Norquist Oxide Lab,False,False,False,Reaction_27151,cfalk,,,2016-05-02 20:53:45,,False,True,True,,142,jho236.2,jho236.2,jho236.2,
Sodium oxalate,Ox,0.76643,0.10270,Sodium metavanadate,Inorg,1.15231,0.14050,Sodium tellurite,Inorg,1.18243,0.26200,3-Aminoquinuclidine dihydrochloride,Org,1.20929,0.24080,Water,Solv,333.64419,6.01070,27152,"GMN: Again HCl not notated. aqn is aqnHCl be default, correct?",Norquist Oxide Lab,False,False,False,Reaction_27152,cfalk,,,2016-05-02 20:53:45,,False,True,True,,143,jho236.3,jho236.3,jho236.3,
Sodium oxalate,Ox,0.80747,0.10820,"2,5-Dimethylpiperazine",Org,1.16208,0.13270,Sodium metavanadate,Inorg,1.19004,0.14510,Sodium tellurite,Inorg,1.24878,0.27670,Water,Solv,333.15570,6.00190,27153,,Norquist Oxide Lab,False,False,False,Reaction_27153,cfalk,,,2016-05-02 20:53:45,,False,True,True,,144,jho236.4,jho236.4,jho236.4,
Sodium oxalate,Ox,0.79031,0.10590,Sodium metavanadate,Inorg,1.17527,0.14330,Sodium tellurite,Inorg,1.23524,0.27370,Piperazine,Org,1.71121,0.14740,Water,Solv,336.68054,6.06540,27154,,Norquist Oxide Lab,False,False,False,Reaction_27154,cfalk,,,2016-05-02 20:53:45,,False,True,True,,145,jho236.5,jho236.5,jho236.5,
Sodium oxalate,Ox,0.79330,0.10630,Sodium tellurite,Inorg,1.17566,0.26050,Sodium metavanadate,Inorg,1.23022,0.15000,"1,4-Diazepane",Org,1.33679,0.13390,Water,Solv,342.36470,6.16780,27155,,Norquist Oxide Lab,False,False,False,Reaction_27155,cfalk,,,2016-05-02 20:53:45,,False,True,True,,146,jho236.6,jho236.6,jho236.6,
Sodium oxalate,Ox,0.78359,0.10500,"2,6-Dimethylpiperazin",Org,1.16908,0.13350,Sodium metavanadate,Inorg,1.16953,0.14260,Sodium tellurite,Inorg,1.18514,0.26260,Water,Solv,337.46323,6.07950,27156,,Norquist Oxide Lab,False,False,False,Reaction_27156,cfalk,,,2016-05-02 20:53:45,,False,True,True,,147,jho236.7,jho236.7,jho236.7,
Sodium oxalate,Ox,0.76718,0.10280,Sodium tellurite,Inorg,1.18198,0.26190,Sodium metavanadate,Inorg,1.19906,0.14620,DABCO,Org,1.72943,0.19400,Water,Solv,334.40466,6.02440,27157,,Norquist Oxide Lab,False,False,False,Reaction_27157,cfalk,,,2016-05-02 20:53:45,,False,True,True,,148,jho236.8,jho236.8,jho236.8,
Sodium oxalate,Ox,0.78061,0.10460,Sodium tellurite,Inorg,1.17927,0.26130,Triethylenetetramine,Org,1.18027,0.17260,Sodium metavanadate,Inorg,1.19168,0.14530,Water,Solv,334.03830,6.01780,27158,,Norquist Oxide Lab,False,False,False,Reaction_27158,cfalk,,,2016-05-02 20:53:45,,False,True,True,,149,jho236.9,jho236.9,jho236.9,
